 0.00000e+00  1.99996e-01  1.63435e-15  7.86301e-03  8.17191e-15 -1.14096e-04 -9.74765e-04  1.59541e-01
 5.00000e-01  2.00023e-01 -6.18506e-04  7.85428e-03 -3.09217e-03 -1.21828e-04 -9.74854e-04  1.59527e-01
 1.00000e+00  2.00104e-01 -1.23462e-03  7.82863e-03 -6.16988e-03 -1.44547e-04 -9.75094e-04  1.59484e-01
 1.50000e+00  2.00236e-01 -1.84594e-03  7.78772e-03 -9.21882e-03 -1.80874e-04 -9.75392e-04  1.59419e-01
 2.00000e+00  2.00420e-01 -2.45012e-03  7.73406e-03 -1.22249e-02 -2.28675e-04 -9.75604e-04  1.59339e-01
 2.50000e+00  2.00652e-01 -3.04481e-03  7.67079e-03 -1.51746e-02 -2.85293e-04 -9.75540e-04  1.59254e-01
 3.00000e+00  2.00930e-01 -3.62773e-03  7.60136e-03 -1.80547e-02 -3.47809e-04 -9.74970e-04  1.59174e-01
 3.50000e+00  2.01251e-01 -4.19664e-03  7.52918e-03 -2.08527e-02 -4.13324e-04 -9.73645e-04  1.59109e-01
 4.00000e+00  2.01613e-01 -4.74938e-03  7.45734e-03 -2.35569e-02 -4.79198e-04 -9.71304e-04  1.59068e-01
 4.50000e+00  2.02013e-01 -5.28391e-03  7.38837e-03 -2.61563e-02 -5.43247e-04 -9.67694e-04  1.59058e-01
 5.00000e+00  2.02448e-01 -5.79826e-03  7.32412e-03 -2.86408e-02 -6.03859e-04 -9.62582e-04  1.59084e-01
 5.50000e+00  2.02916e-01 -6.29062e-03  7.26572e-03 -3.10012e-02 -6.60036e-04 -9.55773e-04  1.59148e-01
 6.00000e+00  2.03414e-01 -6.75932e-03  7.21356e-03 -3.32293e-02 -7.11372e-04 -9.47123e-04  1.59251e-01
 6.50000e+00  2.03942e-01 -7.20285e-03  7.16745e-03 -3.53182e-02 -7.57971e-04 -9.36550e-04  1.59391e-01
 7.00000e+00  2.04497e-01 -7.61990e-03  7.12671e-03 -3.72617e-02 -8.00332e-04 -9.24046e-04  1.59564e-01
 7.50000e+00  2.05077e-01 -8.00934e-03  7.09036e-03 -3.90552e-02 -8.39223e-04 -9.09681e-04  1.59768e-01
 8.00000e+00  2.05682e-01 -8.37025e-03  7.05725e-03 -4.06951e-02 -8.75549e-04 -8.93609e-04  1.59996e-01
 8.50000e+00  2.06309e-01 -8.70193e-03  7.02622e-03 -4.21790e-02 -9.10239e-04 -8.76064e-04  1.60244e-01
 9.00000e+00  2.06958e-01 -9.00388e-03  6.99616e-03 -4.35058e-02 -9.44152e-04 -8.57361e-04  1.60509e-01
 9.50000e+00  2.07626e-01 -9.27585e-03  6.96617e-03 -4.46757e-02 -9.78014e-04 -8.37890e-04  1.60785e-01
 1.00000e+01  2.08312e-01 -9.51779e-03  6.93552e-03 -4.56901e-02 -1.01237e-03 -8.18099e-04  1.61071e-01
 1.05000e+01  2.09013e-01 -9.72988e-03  6.90375e-03 -4.65515e-02 -1.04757e-03 -7.98490e-04  1.61362e-01
 1.10000e+01  2.09728e-01 -9.91251e-03  6.87062e-03 -4.72637e-02 -1.08377e-03 -7.79596e-04  1.61658e-01
 1.15000e+01  2.10454e-01 -1.00663e-02  6.83610e-03 -4.78313e-02 -1.12094e-03 -7.61971e-04  1.61958e-01
 1.20000e+01  2.11188e-01 -1.01920e-02  6.80038e-03 -4.82601e-02 -1.15888e-03 -7.46169e-04  1.62259e-01
 1.25000e+01  2.11928e-01 -1.02905e-02  6.76377e-03 -4.85566e-02 -1.19730e-03 -7.32728e-04  1.62562e-01
 1.30000e+01  2.12672e-01 -1.03631e-02  6.72672e-03 -4.87282e-02 -1.23577e-03 -7.22149e-04  1.62868e-01
 1.35000e+01  2.13416e-01 -1.04110e-02  6.68974e-03 -4.87827e-02 -1.27383e-03 -7.14884e-04  1.63175e-01
 1.40000e+01  2.14159e-01 -1.04357e-02  6.65339e-03 -4.87286e-02 -1.31099e-03 -7.11318e-04  1.63484e-01
 1.45000e+01  2.14898e-01 -1.04386e-02  6.61823e-03 -4.85747e-02 -1.34673e-03 -7.11755e-04  1.63797e-01
 1.50000e+01  2.15630e-01 -1.04214e-02  6.58479e-03 -4.83301e-02 -1.38061e-03 -7.16410e-04  1.64112e-01
 1.55000e+01  2.16355e-01 -1.03859e-02  6.55356e-03 -4.80040e-02 -1.41219e-03 -7.25403e-04  1.64430e-01
 1.60000e+01  2.17069e-01 -1.03338e-02  6.52495e-03 -4.76059e-02 -1.44111e-03 -7.38747e-04  1.64752e-01
 1.65000e+01  2.17773e-01 -1.02669e-02  6.49929e-03 -4.71449e-02 -1.46709e-03 -7.56356e-04  1.65078e-01
 1.70000e+01  2.18465e-01 -1.01870e-02  6.47681e-03 -4.66300e-02 -1.48995e-03 -7.78040e-04  1.65408e-01
 1.75000e+01  2.19144e-01 -1.00961e-02  6.45765e-03 -4.60703e-02 -1.50955e-03 -8.03510e-04  1.65741e-01
 1.80000e+01  2.19811e-01 -9.99572e-03  6.44185e-03 -4.54741e-02 -1.52589e-03 -8.32391e-04  1.66078e-01
 1.85000e+01  2.20465e-01 -9.88778e-03  6.42934e-03 -4.48496e-02 -1.53902e-03 -8.64226e-04  1.66419e-01
 1.90000e+01  2.21107e-01 -9.77388e-03  6.41999e-03 -4.42043e-02 -1.54908e-03 -8.98490e-04  1.66762e-01
 1.95000e+01  2.21738e-01 -9.65558e-03  6.41355e-03 -4.35451e-02 -1.55627e-03 -9.34608e-04  1.67108e-01
 2.00000e+01  2.22358e-01 -9.53434e-03  6.40974e-03 -4.28784e-02 -1.56088e-03 -9.71965e-04  1.67456e-01
 2.05000e+01  2.22968e-01 -9.41144e-03  6.40820e-03 -4.22097e-02 -1.56320e-03 -1.00992e-03  1.67806e-01
 2.10000e+01  2.23571e-01 -9.28805e-03  6.40852e-03 -4.15440e-02 -1.56358e-03 -1.04784e-03  1.68157e-01
 2.15000e+01  2.24168e-01 -9.16512e-03  6.41030e-03 -4.08851e-02 -1.56240e-03 -1.08510e-03  1.68509e-01
 2.20000e+01  2.24759e-01 -9.04346e-03  6.41310e-03 -4.02362e-02 -1.56004e-03 -1.12108e-03  1.68862e-01
 2.25000e+01  2.25347e-01 -8.92365e-03  6.41647e-03 -3.95996e-02 -1.55687e-03 -1.15524e-03  1.69214e-01
 2.30000e+01  2.25933e-01 -8.80610e-03  6.42000e-03 -3.89765e-02 -1.55326e-03 -1.18707e-03  1.69566e-01
 2.35000e+01  2.26519e-01 -8.69098e-03  6.42329e-03 -3.83676e-02 -1.54955e-03 -1.21613e-03  1.69917e-01
 2.40000e+01  2.27105e-01 -8.57831e-03  6.42598e-03 -3.77724e-02 -1.54603e-03 -1.24208e-03  1.70267e-01
 2.45000e+01  2.27694e-01 -8.46786e-03  6.42776e-03 -3.71897e-02 -1.54298e-03 -1.26465e-03  1.70616e-01
 2.50000e+01  2.28285e-01 -8.35926e-03  6.42837e-03 -3.66177e-02 -1.54062e-03 -1.28365e-03  1.70963e-01
 2.55000e+01  2.28879e-01 -8.25197e-03  6.42760e-03 -3.60538e-02 -1.53911e-03 -1.29901e-03  1.71308e-01
 2.60000e+01  2.29478e-01 -8.14528e-03  6.42532e-03 -3.54949e-02 -1.53856e-03 -1.31074e-03  1.71652e-01
 2.65000e+01  2.30080e-01 -8.03840e-03  6.42144e-03 -3.49374e-02 -1.53904e-03 -1.31895e-03  1.71993e-01
 2.70000e+01  2.30687e-01 -7.93041e-03  6.41596e-03 -3.43774e-02 -1.54056e-03 -1.32383e-03  1.72333e-01
 2.75000e+01  2.31297e-01 -7.82036e-03  6.40892e-03 -3.38109e-02 -1.54306e-03 -1.32566e-03  1.72671e-01
 2.80000e+01  2.31911e-01 -7.70727e-03  6.40043e-03 -3.32337e-02 -1.54645e-03 -1.32479e-03  1.73006e-01
 2.85000e+01  2.32527e-01 -7.59015e-03  6.39065e-03 -3.26419e-02 -1.55059e-03 -1.32165e-03  1.73341e-01
 2.90000e+01  2.33146e-01 -7.46807e-03  6.37980e-03 -3.20318e-02 -1.55530e-03 -1.31669e-03  1.73673e-01
 2.95000e+01  2.33765e-01 -7.34018e-03  6.36812e-03 -3.13998e-02 -1.56037e-03 -1.31044e-03  1.74004e-01
 3.00000e+01  2.34384e-01 -7.20574e-03  6.35590e-03 -3.07433e-02 -1.56554e-03 -1.30341e-03  1.74334e-01
 3.05000e+01  2.35001e-01 -7.06416e-03  6.34345e-03 -3.00601e-02 -1.57057e-03 -1.29617e-03  1.74663e-01
 3.10000e+01  2.35617e-01 -6.91501e-03  6.33109e-03 -2.93486e-02 -1.57518e-03 -1.28924e-03  1.74991e-01
 3.15000e+01  2.36228e-01 -6.75807e-03  6.31915e-03 -2.86082e-02 -1.57909e-03 -1.28316e-03  1.75319e-01
 3.20000e+01  2.36835e-01 -6.59334e-03  6.30796e-03 -2.78394e-02 -1.58205e-03 -1.27841e-03  1.75646e-01
 3.25000e+01  2.37436e-01 -6.42105e-03  6.29782e-03 -2.70432e-02 -1.58379e-03 -1.27545e-03  1.75974e-01
 3.30000e+01  2.38031e-01 -6.24168e-03  6.28902e-03 -2.62221e-02 -1.58410e-03 -1.27466e-03  1.76301e-01
 3.35000e+01  2.38619e-01 -6.05597e-03  6.28179e-03 -2.53792e-02 -1.58276e-03 -1.27637e-03  1.76630e-01
 3.40000e+01  2.39200e-01 -5.86489e-03  6.27634e-03 -2.45188e-02 -1.57961e-03 -1.28083e-03  1.76959e-01
 3.45000e+01  2.39773e-01 -5.66968e-03  6.27281e-03 -2.36460e-02 -1.57454e-03 -1.28820e-03  1.77290e-01
 3.50000e+01  2.40339e-01 -5.47180e-03  6.27128e-03 -2.27670e-02 -1.56749e-03 -1.29856e-03  1.77622e-01
 3.55000e+01  2.40899e-01 -5.27291e-03  6.27178e-03 -2.18885e-02 -1.55842e-03 -1.31190e-03  1.77956e-01
 3.60000e+01  2.41452e-01 -5.07489e-03  6.27425e-03 -2.10182e-02 -1.54738e-03 -1.32810e-03  1.78291e-01
 3.65000e+01  2.42000e-01 -4.87976e-03  6.27858e-03 -2.01643e-02 -1.53448e-03 -1.34698e-03  1.78629e-01
 3.70000e+01  2.42543e-01 -4.68969e-03  6.28456e-03 -1.93355e-02 -1.51985e-03 -1.36825e-03  1.78970e-01
 3.75000e+01  2.43085e-01 -4.50694e-03  6.29193e-03 -1.85406e-02 -1.50372e-03 -1.39157e-03  1.79312e-01
 3.80000e+01  2.43625e-01 -4.33381e-03  6.30037e-03 -1.77888e-02 -1.48632e-03 -1.41651e-03  1.79657e-01
 3.85000e+01  2.44167e-01 -4.17265e-03  6.30950e-03 -1.70894e-02 -1.46798e-03 -1.44257e-03  1.80005e-01
 3.90000e+01  2.44711e-01 -4.02577e-03  6.31887e-03 -1.64511e-02 -1.44902e-03 -1.46924e-03  1.80355e-01
 3.95000e+01  2.45261e-01 -3.89539e-03  6.32802e-03 -1.58827e-02 -1.42982e-03 -1.49595e-03  1.80708e-01
 4.00000e+01  2.45817e-01 -3.78367e-03  6.33643e-03 -1.53922e-02 -1.41076e-03 -1.52213e-03  1.81063e-01
 4.05000e+01  2.46383e-01 -3.69258e-03  6.34359e-03 -1.49871e-02 -1.39225e-03 -1.54717e-03  1.81420e-01
 4.10000e+01  2.46960e-01 -3.62391e-03  6.34897e-03 -1.46741e-02 -1.37469e-03 -1.57052e-03  1.81779e-01
 4.15000e+01  2.47551e-01 -3.57924e-03  6.35204e-03 -1.44586e-02 -1.35848e-03 -1.59161e-03  1.82140e-01
 4.20000e+01  2.48156e-01 -3.55989e-03  6.35231e-03 -1.43454e-02 -1.34398e-03 -1.60994e-03  1.82503e-01
 4.25000e+01  2.48778e-01 -3.56689e-03  6.34930e-03 -1.43376e-02 -1.33156e-03 -1.62504e-03  1.82867e-01
 4.30000e+01  2.49419e-01 -3.60098e-03  6.34257e-03 -1.44375e-02 -1.32153e-03 -1.63651e-03  1.83232e-01
 4.35000e+01  2.50079e-01 -3.66256e-03  6.33173e-03 -1.46456e-02 -1.31419e-03 -1.64403e-03  1.83598e-01
 4.40000e+01  2.50758e-01 -3.75173e-03  6.31644e-03 -1.49615e-02 -1.30977e-03 -1.64733e-03  1.83965e-01
 4.45000e+01  2.51459e-01 -3.86822e-03  6.29640e-03 -1.53831e-02 -1.30848e-03 -1.64624e-03  1.84332e-01
 4.50000e+01  2.52180e-01 -4.01145e-03  6.27139e-03 -1.59071e-02 -1.31049e-03 -1.64068e-03  1.84699e-01
 4.55000e+01  2.52921e-01 -4.18052e-03  6.24120e-03 -1.65289e-02 -1.31592e-03 -1.63064e-03  1.85065e-01
 4.60000e+01  2.53683e-01 -4.37418e-03  6.20570e-03 -1.72427e-02 -1.32487e-03 -1.61620e-03  1.85430e-01
 4.65000e+01  2.54464e-01 -4.59093e-03  6.16480e-03 -1.80416e-02 -1.33740e-03 -1.59754e-03  1.85794e-01
 4.70000e+01  2.55263e-01 -4.82896e-03  6.11843e-03 -1.89176e-02 -1.35356e-03 -1.57487e-03  1.86155e-01
 4.75000e+01  2.56079e-01 -5.08624e-03  6.06656e-03 -1.98620e-02 -1.37340e-03 -1.54852e-03  1.86513e-01
 4.80000e+01  2.56909e-01 -5.36051e-03  6.00917e-03 -2.08654e-02 -1.39695e-03 -1.51885e-03  1.86866e-01
 4.85000e+01  2.57752e-01 -5.64932e-03  5.94626e-03 -2.19177e-02 -1.42426e-03 -1.48628e-03  1.87215e-01
 4.90000e+01  2.58606e-01 -5.95009e-03  5.87781e-03 -2.30084e-02 -1.45538e-03 -1.45128e-03  1.87556e-01
 4.95000e+01  2.59467e-01 -6.26012e-03  5.80380e-03 -2.41268e-02 -1.49042e-03 -1.41436e-03  1.87890e-01
 5.00000e+01  2.60334e-01 -6.57661e-03  5.72421e-03 -2.52622e-02 -1.52949e-03 -1.37603e-03  1.88214e-01
 5.05000e+01  2.61202e-01 -6.89674e-03  5.63898e-03 -2.64038e-02 -1.57275e-03 -1.33685e-03  1.88527e-01
 5.10000e+01  2.62070e-01 -7.21767e-03  5.54804e-03 -2.75410e-02 -1.62039e-03 -1.29737e-03  1.88826e-01
 5.15000e+01  2.62933e-01 -7.53659e-03  5.45128e-03 -2.86636e-02 -1.67267e-03 -1.25813e-03  1.89110e-01
 5.20000e+01  2.63787e-01 -7.85075e-03  5.34858e-03 -2.97617e-02 -1.72987e-03 -1.21968e-03  1.89376e-01
 5.25000e+01  2.64630e-01 -8.15745e-03  5.23980e-03 -3.08258e-02 -1.79231e-03 -1.18255e-03  1.89621e-01
 5.30000e+01  2.65458e-01 -8.45414e-03  5.12476e-03 -3.18474e-02 -1.86038e-03 -1.14725e-03  1.89842e-01
 5.35000e+01  2.66266e-01 -8.73835e-03  5.00330e-03 -3.28182e-02 -1.93446e-03 -1.11425e-03  1.90038e-01
