 0.00000e+00  2.10000e-01  0.00000e+00  5.34068e-03  0.00000e+00 -2.37791e-03 -2.21212e-03  1.56955e-01
 5.00000e-01  2.09995e-01  0.00000e+00  5.34051e-03  0.00000e+00 -2.37799e-03 -2.21228e-03  1.56951e-01
 1.00000e+00  2.09980e-01  0.00000e+00  5.34000e-03  0.00000e+00 -2.37823e-03 -2.21276e-03  1.56941e-01
 1.50000e+00  2.09956e-01  0.00000e+00  5.33915e-03  0.00000e+00 -2.37863e-03 -2.21357e-03  1.56924e-01
 2.00000e+00  2.09921e-01  0.00000e+00  5.33797e-03  0.00000e+00 -2.37919e-03 -2.21470e-03  1.56900e-01
 2.50000e+00  2.09877e-01  0.00000e+00  5.33645e-03  0.00000e+00 -2.37990e-03 -2.21615e-03  1.56869e-01
 3.00000e+00  2.09823e-01  0.00000e+00  5.33459e-03  0.00000e+00 -2.38077e-03 -2.21791e-03  1.56831e-01
 3.50000e+00  2.09759e-01  0.00000e+00  5.33240e-03  0.00000e+00 -2.38180e-03 -2.21999e-03  1.56787e-01
 4.00000e+00  2.09686e-01  0.00000e+00  5.32988e-03  0.00000e+00 -2.38297e-03 -2.22238e-03  1.56736e-01
 4.50000e+00  2.09603e-01  0.00000e+00  5.32704e-03  0.00000e+00 -2.38429e-03 -2.22507e-03  1.56679e-01
 5.00000e+00  2.09511e-01  0.00000e+00  5.32387e-03  0.00000e+00 -2.38576e-03 -2.22807e-03  1.56614e-01
 5.50000e+00  2.09409e-01  0.00000e+00  5.32037e-03  0.00000e+00 -2.38736e-03 -2.23136e-03  1.56544e-01
 6.00000e+00  2.09298e-01  0.00000e+00  5.31656e-03  0.00000e+00 -2.38911e-03 -2.23494e-03  1.56466e-01
 6.50000e+00  2.09178e-01  0.00000e+00  5.31244e-03  0.00000e+00 -2.39098e-03 -2.23880e-03  1.56383e-01
 7.00000e+00  2.09048e-01  0.00000e+00  5.30800e-03  0.00000e+00 -2.39299e-03 -2.24293e-03  1.56293e-01
 7.50000e+00  2.08910e-01  0.00000e+00  5.30326e-03  0.00000e+00 -2.39511e-03 -2.24734e-03  1.56197e-01
 8.00000e+00  2.08763e-01  0.00000e+00  5.29822e-03  0.00000e+00 -2.39736e-03 -2.25201e-03  1.56095e-01
 8.50000e+00  2.08607e-01  0.00000e+00  5.29288e-03  0.00000e+00 -2.39971e-03 -2.25693e-03  1.55987e-01
 9.00000e+00  2.08443e-01  0.00000e+00  5.28726e-03  0.00000e+00 -2.40218e-03 -2.26210e-03  1.55872e-01
 9.50000e+00  2.08271e-01  0.00000e+00  5.28135e-03  0.00000e+00 -2.40474e-03 -2.26750e-03  1.55753e-01
 1.00000e+01  2.08090e-01  0.00000e+00  5.27516e-03  0.00000e+00 -2.40740e-03 -2.27313e-03  1.55627e-01
 1.05000e+01  2.07902e-01  0.00000e+00  5.26870e-03  0.00000e+00 -2.41015e-03 -2.27897e-03  1.55496e-01
 1.10000e+01  2.07705e-01  0.00000e+00  5.26198e-03  0.00000e+00 -2.41298e-03 -2.28503e-03  1.55359e-01
 1.15000e+01  2.07501e-01  0.00000e+00  5.25499e-03  0.00000e+00 -2.41589e-03 -2.29128e-03  1.55218e-01
 1.20000e+01  2.07290e-01  0.00000e+00  5.24776e-03  0.00000e+00 -2.41887e-03 -2.29772e-03  1.55071e-01
 1.25000e+01  2.07071e-01  0.00000e+00  5.24029e-03  0.00000e+00 -2.42191e-03 -2.30434e-03  1.54919e-01
 1.30000e+01  2.06845e-01  0.00000e+00  5.23257e-03  0.00000e+00 -2.42501e-03 -2.31112e-03  1.54762e-01
 1.35000e+01  2.06613e-01  0.00000e+00  5.22464e-03  0.00000e+00 -2.42816e-03 -2.31806e-03  1.54600e-01
