 0.00000e+00  2.19695e-01 -1.64772e-16  6.49391e-03 -7.50002e-16 -1.48094e-03 -1.50440e-03  1.66169e-01
 5.00000e-01  2.19696e-01  1.19935e-04  6.49383e-03  5.45912e-04 -1.48100e-03 -1.50440e-03  1.66169e-01
 1.00000e+00  2.19698e-01  2.39847e-04  6.49362e-03  1.09171e-03 -1.48120e-03 -1.50440e-03  1.66170e-01
 1.50000e+00  2.19701e-01  3.59716e-04  6.49326e-03  1.63730e-03 -1.48152e-03 -1.50440e-03  1.66171e-01
 2.00000e+00  2.19706e-01  4.79519e-04  6.49275e-03  2.18255e-03 -1.48197e-03 -1.50441e-03  1.66172e-01
 2.50000e+00  2.19712e-01  5.99234e-04  6.49210e-03  2.72736e-03 -1.48255e-03 -1.50441e-03  1.66173e-01
 3.00000e+00  2.19719e-01  7.18839e-04  6.49130e-03  3.27163e-03 -1.48326e-03 -1.50442e-03  1.66175e-01
 3.50000e+00  2.19728e-01  8.38312e-04  6.49036e-03  3.81523e-03 -1.48410e-03 -1.50443e-03  1.66177e-01
 4.00000e+00  2.19738e-01  9.57631e-04  6.48927e-03  4.35806e-03 -1.48507e-03 -1.50445e-03  1.66180e-01
 4.50000e+00  2.19749e-01  1.07677e-03  6.48803e-03  4.90001e-03 -1.48617e-03 -1.50447e-03  1.66183e-01
 5.00000e+00  2.19762e-01  1.19572e-03  6.48665e-03  5.44096e-03 -1.48741e-03 -1.50449e-03  1.66186e-01
 5.50000e+00  2.19776e-01  1.31444e-03  6.48512e-03  5.98080e-03 -1.48877e-03 -1.50452e-03  1.66189e-01
 6.00000e+00  2.19791e-01  1.43291e-03  6.48345e-03  6.51942e-03 -1.49026e-03 -1.50457e-03  1.66193e-01
 6.50000e+00  2.19808e-01  1.55112e-03  6.48162e-03  7.05671e-03 -1.49189e-03 -1.50462e-03  1.66197e-01
 7.00000e+00  2.19826e-01  1.66904e-03  6.47965e-03  7.59254e-03 -1.49365e-03 -1.50469e-03  1.66202e-01
 7.50000e+00  2.19845e-01  1.78664e-03  6.47752e-03  8.12681e-03 -1.49554e-03 -1.50476e-03  1.66206e-01
 8.00000e+00  2.19866e-01  1.90391e-03  6.47525e-03  8.65939e-03 -1.49756e-03 -1.50486e-03  1.66211e-01
 8.50000e+00  2.19888e-01  2.02081e-03  6.47282e-03  9.19017e-03 -1.49972e-03 -1.50497e-03  1.66217e-01
 9.00000e+00  2.19912e-01  2.13733e-03  6.47025e-03  9.71903e-03 -1.50202e-03 -1.50511e-03  1.66223e-01
 9.50000e+00  2.19937e-01  2.25344e-03  6.46751e-03  1.02458e-02 -1.50445e-03 -1.50527e-03  1.66229e-01
 1.00000e+01  2.19963e-01  2.36911e-03  6.46463e-03  1.07705e-02 -1.50701e-03 -1.50545e-03  1.66235e-01
 1.05000e+01  2.19991e-01  2.48433e-03  6.46159e-03  1.12929e-02 -1.50972e-03 -1.50566e-03  1.66242e-01
 1.10000e+01  2.20019e-01  2.59905e-03  6.45839e-03  1.18128e-02 -1.51256e-03 -1.50590e-03  1.66249e-01
 1.15000e+01  2.20050e-01  2.71327e-03  6.45503e-03  1.23303e-02 -1.51555e-03 -1.50618e-03  1.66256e-01
 1.20000e+01  2.20081e-01  2.82695e-03  6.45152e-03  1.28450e-02 -1.51867e-03 -1.50649e-03  1.66264e-01
 1.25000e+01  2.20114e-01  2.94007e-03  6.44784e-03  1.33570e-02 -1.52194e-03 -1.50684e-03  1.66272e-01
 1.30000e+01  2.20149e-01  3.05259e-03  6.44400e-03  1.38660e-02 -1.52535e-03 -1.50724e-03  1.66280e-01
 1.35000e+01  2.20185e-01  3.16450e-03  6.43999e-03  1.43720e-02 -1.52890e-03 -1.50768e-03  1.66289e-01
 1.40000e+01  2.20222e-01  3.27576e-03  6.43582e-03  1.48748e-02 -1.53261e-03 -1.50818e-03  1.66297e-01
 1.45000e+01  2.20260e-01  3.38634e-03  6.43148e-03  1.53743e-02 -1.53646e-03 -1.50873e-03  1.66307e-01
 1.50000e+01  2.20300e-01  3.49622e-03  6.42697e-03  1.58703e-02 -1.54046e-03 -1.50934e-03  1.66316e-01
 1.55000e+01  2.20342e-01  3.60537e-03  6.42229e-03  1.63626e-02 -1.54461e-03 -1.51001e-03  1.66326e-01
 1.60000e+01  2.20384e-01  3.71376e-03  6.41743e-03  1.68513e-02 -1.54892e-03 -1.51074e-03  1.66336e-01
 1.65000e+01  2.20429e-01  3.82135e-03  6.41239e-03  1.73360e-02 -1.55339e-03 -1.51155e-03  1.66346e-01
 1.70000e+01  2.20474e-01  3.92811e-03  6.40717e-03  1.78167e-02 -1.55801e-03 -1.51244e-03  1.66357e-01
 1.75000e+01  2.20521e-01  4.03402e-03  6.40177e-03  1.82931e-02 -1.56279e-03 -1.51340e-03  1.66367e-01
 1.80000e+01  2.20569e-01  4.13903e-03  6.39618e-03  1.87652e-02 -1.56774e-03 -1.51445e-03  1.66378e-01
 1.85000e+01  2.20619e-01  4.24313e-03  6.39040e-03  1.92328e-02 -1.57285e-03 -1.51559e-03  1.66390e-01
 1.90000e+01  2.20670e-01  4.34626e-03  6.38442e-03  1.96957e-02 -1.57814e-03 -1.51682e-03  1.66401e-01
 1.95000e+01  2.20722e-01  4.44840e-03  6.37825e-03  2.01538e-02 -1.58359e-03 -1.51815e-03  1.66413e-01
 2.00000e+01  2.20776e-01  4.54951e-03  6.37187e-03  2.06069e-02 -1.58922e-03 -1.51959e-03  1.66425e-01
 2.05000e+01  2.20831e-01  4.64955e-03  6.36529e-03  2.10547e-02 -1.59503e-03 -1.52114e-03  1.66437e-01
 2.10000e+01  2.20888e-01  4.74849e-03  6.35850e-03  2.14973e-02 -1.60102e-03 -1.52281e-03  1.66449e-01
 2.15000e+01  2.20946e-01  4.84628e-03  6.35150e-03  2.19343e-02 -1.60720e-03 -1.52459e-03  1.66462e-01
